sample_id,ethnic_group,lifestyle_food,country,reference,metabolite,flux,name,hmdb,kegg.compound,pubchem.compound,inchi,chebi,reaction,global_id
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,Lcystin,0.000522839127219025,L-cystine,HMDB00192,C00491,,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1",,EX_Lcystin_m,EX_Lcystin(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,chsterol,0.001596182075257325,cholesterol,HMDB00067,C00187,5997.0,,,EX_chsterol_m,EX_chsterol(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,glyleu,2.5,Glycylleucine,HMDB00759,C02155,92843.0,,,EX_glyleu_m,EX_glyleu(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,coa,0.00015482500000005,Coenzyme A,HMDB01423,C00010,6816.0,,,EX_coa_m,EX_coa(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,glyc,2.220791755416668,Glycerol,HMDB00131,C00116,753.0,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",,EX_glyc_m,EX_glyc(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,gtp,0.009888021666666824,GTP,HMDB01273,C00044,6830.0,,,EX_gtp_m,EX_gtp(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,thmmp,6.958443793025e-05,Thiamin monophosphate,HMDB02666,C01081,3382778.0,,,EX_thmmp_m,EX_thmmp(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,amet,0.0003870625,S-Adenosyl-L-methionine,HMDB01185,C00019,34756.0,,,EX_amet_m,EX_amet(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,2ddglcn,0.21780393546253826,2-Dehydro-3-deoxy-D-gluconate,,,,,,EX_2ddglcn_m,EX_2ddglcn(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,no2,0.7156087262037342,Nitrite,HMDB02786,C00088,24529.0,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",,EX_no2_m,EX_no2(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,MGlcn33,0.1758125214953822,mucin-type O-glycan No 33,,,,,,EX_MGlcn33_m,EX_MGlcn33(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,glcn,0.025588325,D-gluconate,HMDB00625,C00257,10690.0,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/p-1/t2-,3-,4+,5-/m1/s1",,EX_glcn_m,EX_glcn(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,acgam,0.004966775,N-acetyl-D-glucosamine,HMDB00215,C00140,439174.0,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6+,7+,8+/m0/s1",,EX_acgam_m,EX_acgam(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,acnam,0.0046238,N-acetylneuraminate,HMDB00230,C19910,439197.0,,,EX_acnam_m,EX_acnam(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,chtbs,0.00125055,"N,N-diacetylchitobiose",,,,,,EX_chtbs_m,EX_chtbs(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,acald,1.209587054649973,acetaldehyde,HMDB00990,C00084,177.0,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",,EX_acald_m,EX_acald(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,urea,1.2413029687500003,Urea,HMDB00294,C00086,1176.0,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",,EX_urea_m,EX_urea(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,ph2s,1.080648432727279,Polysulfide,,,,,,EX_ph2s_m,EX_ph2s(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,etha,9.54775e-05,etha[c],HMDB00149,C00189,700.0,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2/p+1",,EX_etha_m,EX_etha(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,fald,0.0025011,formaldehyde,HMDB01426,C00067,712.0,InChI=1S/CH2O/c1-2/h1H2,,EX_fald_m,EX_fald(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,gsn,0.34742233450450427,Guanosine,HMDB00133,C00387,6802.0,,,EX_gsn_m,EX_gsn(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,pydam,7.74125e-05,Pyridoxamine,HMDB01431,C00534,1052.0,"InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3/p+1",,EX_pydam_m,EX_pydam(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,nadp,0.0001984924999996,Nicotinamide adenine dinucleotide phosphate,HMDB00217,C00006,5886.0,,,EX_nadp_m,EX_nadp(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,nh4,0.9673924950000005,Ammonium,HMDB00051,C00014,223.0,InChI=1S/H3N/h1H3/p+1,,EX_nh4_m,EX_nh4(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,glyasn,0.003708249999999975,Glycyl-L-asparagine,,,,,,EX_glyasn_m,EX_glyasn(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,glygln,0.0067237425,Glycyl-L-glutamine,,,,,,EX_glygln_m,EX_glygln(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,indole,0.001378925,Indole,,,,,,EX_indole_m,EX_indole(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,acmana,0.0025011,N-acetyl-D-mannosamine,HMDB01129,C00645,439281.0,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6-,7-,8-/m0/s1",,EX_acmana_m,EX_acmana(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,MGlcn54,0.0023119,mucin-type O-glycan No 54,,,,,,EX_MGlcn54_m,EX_MGlcn54(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,n2,0.007017718868246475,Nitrogen,,,,,,EX_n2_m,EX_n2(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,cmp,0.0021026,CMP,HMDB00095,C00055,6131.0,,,EX_cmp_m,EX_cmp(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,datp,0.0005977,dATP,HMDB01532,C00131,15993.0,,,EX_datp_m,EX_datp(e)
hadza2,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4835,so3,0.2680869322454098,Sulfite,HMDB00240,C00094,1100.0,"InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)/p-2",,EX_so3_m,EX_so3(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,ala_L,0.10696767134444557,L-alanine,HMDB00161,C00041,5950.0,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",,EX_ala_L_m,EX_ala_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,arg_L,0.9424059243055583,L-argininium(1+),HMDB00517,C00062,6322.0,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/p+1/t4-/m0/s1",,EX_arg_L_m,EX_arg_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,asn_L,1.666412200293106,L-asparagine,HMDB00168,C00152,6267.0,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1",,EX_asn_L_m,EX_asn_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,asp_L,0.7908680006050526,L-aspartate(1-),HMDB00191,C00049,5960.0,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",,EX_asp_L_m,EX_asp_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,ca2,0.6776344749023289,calcium(2+),HMDB00464,C00076,,InChI=1S/Ca/q+2,,EX_ca2_m,EX_ca2(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,cit,0.13941982043368198,Citrate,HMDB00094,C00158,311.0,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",,EX_cit_m,EX_cit(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,cl,0.0005006,Chloride,HMDB00492,C00698,312.0,InChI=1S/ClH/h1H/p-1,,EX_cl_m,EX_cl(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,cobalt2,0.0005006,Co2+,,,,,,EX_cobalt2_m,EX_cobalt2(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,cu2,0.0045969615423641,Cu2+,,,,,,EX_cu2_m,EX_cu2(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,cys_L,0.027724109982747075,L-cysteine,HMDB00574,C00097,5862.0,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",,EX_cys_L_m,EX_cys_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,dpcoa,0.000396984999999975,Dephospho-CoA,HMDB01373,C00882,444485.0,,,EX_dpcoa_m,EX_dpcoa(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,fe2,0.047946983119571324,Fe2+,HMDB00692,C14818,27284.0,InChI=1S/Fe/q+2,,EX_fe2_m,EX_fe2(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,fe3,0.03196370147203605,Fe3+,HMDB12943,C14819,29936.0,InChI=1S/Fe/q+3,,EX_fe3_m,EX_fe3(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,fru,1.6850068552627218,D-Fructose,HMDB00660,C02336,439709.0,,,EX_fru_m,EX_fru(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,glu_L,0.568764707033889,L-glutamate(1-),HMDB00148,C00025,33032.0,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",,EX_glu_L_m,EX_glu_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,glutar,0.0767381435023905,Glutarate,HMDB00661,C00489,3772.0,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",,EX_glutar_m,EX_glutar(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,gly,0.10485848617205877,Glycine,HMDB00123,C00037,750.0,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",,EX_gly_m,EX_gly(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,glyb,0.000214491237338,glycine betaine,HMDB00043,C00719,247.0,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",,EX_glyb_m,EX_glyb(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,h2o,726.7779242022883,Water,HMDB02111,C00001,962.0,InChI=1S/H2O/h1H2,,EX_h2o_m,EX_h2o(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,his_L,0.3236954958132907,L-histidine,HMDB00177,C00135,6274.0,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",,EX_his_L_m,EX_his_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,hxan,0.0116602374999999,Hypoxanthine,HMDB00157,C00262,790.0,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",,EX_hxan_m,EX_hxan(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,ile_L,0.07078547965306423,L-isoleucine,HMDB00172,C00407,6306.0,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",,EX_ile_L_m,EX_ile_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,k,0.2111352153693501,potassium,HMDB00586,C00238,813.0,InChI=1S/K/q+1,,EX_k_m,EX_k(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,leu_L,0.14442334030383594,L-leucine,HMDB00687,C00123,6106.0,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",,EX_leu_L_m,EX_leu_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,lys_L,0.09042702938126683,L-lysinium(1+),HMDB00182,C00047,5962.0,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/m0/s1",,EX_lys_L_m,EX_lys_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,met_L,0.040058501523795274,L-methionine,HMDB00696,C00073,6137.0,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",,EX_met_L_m,EX_met_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,mg2,1.1391172732609844,magnesium,,,,,,EX_mg2_m,EX_mg2(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,mn2,0.0005006,Mn2+,,,,,,EX_mn2_m,EX_mn2(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,na1,0.016586243625304826,Sodium,HMDB00588,C01330,923.0,InChI=1S/Na/q+1,,EX_na1_m,EX_na1(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,nmn,0.09467820499999982,NMN,HMDB00229,C00455,14180.0,,,EX_nmn_m,EX_nmn(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,o2,0.00025,O2,HMDB01377,C00007,977.0,InChI=1S/O2/c1-2,,EX_o2_m,EX_o2(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,pi,0.2527200988943419,hydrogenphosphate,HMDB00973,C00009,1004.0,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-2",,EX_pi_m,EX_pi(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,pro_L,0.7861420861950819,L-proline,HMDB00162,C00148,145742.0,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",,EX_pro_L_m,EX_pro_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,pydx,0.0005006,Pyridoxal,HMDB01545,C00250,1050.0,"InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3",,EX_pydx_m,EX_pydx(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,ribflv,0.014187185957817825,Riboflavin,HMDB00244,C00255,493570.0,,,EX_ribflv_m,EX_ribflv(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,ser_L,2.572677409777791,L-serine,HMDB00187,C00065,5951.0,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",,EX_ser_L_m,EX_ser_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,so4,0.0005006,sulfate,HMDB01448,C00059,1118.0,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",,EX_so4_m,EX_so4(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,thymd,0.00702531176196305,Thymidine,HMDB00273,C00214,5789.0,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",,EX_thymd_m,EX_thymd(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,trp_L,0.029003757507927726,L-tryptophan,HMDB00929,C00078,6305.0,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",,EX_trp_L_m,EX_trp_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,val_L,0.1090639898262348,L-valine,HMDB00883,C00183,6287.0,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1",,EX_val_L_m,EX_val_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,zn2,0.0005006,Zinc,,,,,,EX_zn2_m,EX_zn2(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,cgly,0.00212805943793025,L-cysteinylglycine,HMDB00078,C01419,439498.0,"InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1",,EX_cgly_m,EX_cgly(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,fol,0.0005954775000001,Folate,HMDB00121,C00504,6037.0,,,EX_fol_m,EX_fol(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,fum,1.0008944881037896,Fumarate,HMDB00134,C00122,444972.0,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",,EX_fum_m,EX_fum(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,glc_D,2.016806000098981,D-glucose,HMDB00122,C00031,5793.0,,,EX_glc_D_m,EX_glc_D(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,hdca,0.0270510941743009,Hexadecanoate (n-C16:0),HMDB00220,C00249,985.0,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/p-1",,EX_hdca_m,EX_hdca(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,mal_L,1.598796012297293,(S)-malate(2-),HMDB00156,C00149,222656.0,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2/t2-/m0/s1",,EX_mal_L_m,EX_mal_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,malt,0.025692892079904973,Maltose,HMDB00163,C00208,439186.0,,,EX_malt_m,EX_malt(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,mnl,1.5423598826365723,D-Mannitol,,,,,,EX_mnl_m,EX_mnl(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,mqn7,0.000396985,Menaquinone 7,,C00828,4086.0,,,EX_mqn7_m,EX_mqn7(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,ocdca,0.16710150264285742,octadecanoate (n-C18:0),HMDB00827,C01530,3033836.0,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)/p-1",,EX_ocdca_m,EX_ocdca(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,pheme,0.0001984925,Protoheme,HMDB03178,C00032,,,,EX_pheme_m,EX_pheme(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,pnto_R,0.0010012,(R)-Pantothenate,HMDB00210,C00864,988.0,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/p-1",,EX_pnto_R_m,EX_pnto_R(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,spmd,0.0001984925,Spermidine,HMDB01257,C00315,1102.0,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2/p+3",,EX_spmd_m,EX_spmd(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,sucr,0.03224245868856865,Sucrose,HMDB00258,C00089,5988.0,,,EX_sucr_m,EX_sucr(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,ttdca,0.00588125,tetradecanoate (n-C14:0),HMDB00806,C06424,11005.0,"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)/p-1",,EX_ttdca_m,EX_ttdca(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,26dap_M,0.0081376525,"meso-2,6-Diaminoheptanedioate",,,,,,EX_26dap_M_m,EX_26dap_M(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,2dmmq8,0.000396985,2-Demethylmenaquinone 8,,,,,,EX_2dmmq8_m,EX_2dmmq8(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,mqn8,0.000396985,Menaquinone 8,,C00828,4086.0,,,EX_mqn8_m,EX_mqn8(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,phe_L,0.07612004944054053,L-phenylalanine,HMDB00159,C00079,6140.0,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",,EX_phe_L_m,EX_phe_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,q8,0.000198492500000025,Ubiquinone-8,,,,,,EX_q8_m,EX_q8(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,sheme,0.0001984925,Siroheme,,,,,,EX_sheme_m,EX_sheme(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,thm,0.000198492500000025,Thiamin,HMDB00235,C00378,1130.0,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",,EX_thm_m,EX_thm(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,tyr_L,0.08022877022459712,L-tyrosine,HMDB00158,C00082,6057.0,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",,EX_tyr_L_m,EX_tyr_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,chol,0.0002412177061932,Choline,HMDB00097,C00114,305.0,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",,EX_chol_m,EX_chol(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,thr_L,0.560091590914358,L-threonine,HMDB00167,C00188,6288.0,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",,EX_thr_L_m,EX_thr_L(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,gthrd,0.0001984925,Reduced glutathione,HMDB00125,C00051,124886.0,,,EX_gthrd_m,EX_gthrd(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,ocdcea,0.3254123441828151,octadecenoate (n-C18:1),HMDB00207,C00712,5460221.0,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/p-1/b10-9-",,EX_ocdcea_m,EX_ocdcea(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,4abut,0.03622000580147078,4-Aminobutanoate,HMDB00112,C00334,119.0,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",,EX_4abut_m,EX_4abut(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,galct_D,0.3128957289782675,D-Galactarate,,,,,,EX_galct_D_m,EX_galct_D(e)
hadza3,Hadza,Hunter-gatherer,Tanzania,https://doi.org/10.1126/science.aan4836,arab_L,0.42162342366389666,L-arabinose,HMDB00646,C00259,,,,EX_arab_L_m,EX_arab_L(e)
